movie_name,release_date,production_budget_usd,domestic_gross_usd,worldwide_gross_usd,domestic_box_office_usd,international_box_office_usd,worldwide_box_office_usd,opening_weekend_usd,legs,infl_adj_dom_bo_usd,mpaa_rating,running_time_minutes,source,genre,production_method,creative_type,domestic_share_percentage,release_year,release_month,release_quarter,opening_theaters,max_theaters,avg_weeks_per_theater,is_franchise,profit_worldwide,profit_domestic,roi_worldwide,roi_domestic,log_domestic_box_office,log_worldwide_box_office,log_budget,log_opening_weekend,log_opening_theaters,log_max_theaters,imdb_id,imdb_rating,imdb_votes
The Iron Lady,2012-01-13,14000000,29959436,115592104,29959436.0,85632668.0,115592104.0,220409.0,5.53,40573203.0,PG-13,105.0,Based on Real Life Events,Drama,Live Action,Dramatization,25.9,2012.0,1.0,1.0,4.0,1244.0,6.7,0,101592104.0,15959436.0,8.256578857142857,2.1399597142857143,17.21535492471443,18.565578216022537,16.454567959008102,12.303244727282433,1.6094379124341005,7.126890808898808,tt2609790,6.5,305
Jonah: A VeggieTales Movie,2002-10-04,14000000,25571351,25608779,25571351.0,37428.0,25608779.0,6201345.0,4.12,47434576.0,G,83.0,Based on Religious Text,Adventure,Digital Animation,Kids Fiction,99.9,2002.0,10.0,4.0,940.0,1625.0,7.3,1,11608779.0,11571351.0,1.8291985,1.8265250714285717,17.056983220331826,17.058445819399452,16.454567959008102,15.640276923227418,6.846943139585379,7.3938782901077555,tt0298388,6.4,"4,628"
All About the Benjamins,2002-03-08,14000000,25482931,25873145,25482931.0,390214.0,25873145.0,10007291.0,2.55,47281576.0,R,98.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,98.5,2002.0,3.0,1.0,1505.0,1519.0,4.1,0,11873145.0,11482931.0,1.8480817857142855,1.8202093571428573,17.05351945269176,17.068716154808754,16.454567959008102,16.118824585221176,7.317212408359839,7.326465613840322,tt0278295,5.8,"16,197"
Our Family Wedding,2010-03-12,14000000,20255281,21410546,20255281.0,1155265.0,21410546.0,7629862.0,2.65,27674513.0,PG-13,103.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,94.6,2010.0,3.0,1.0,1605.0,1609.0,3.9,0,7410546.0,6255281.0,1.5293247142857145,1.4468057857142858,16.823926157010284,16.879394209048467,16.454567959008102,15.847580447660382,7.381501894506707,7.383989457978509,tt1305583,5.1,"7,603"
An American Haunting,2006-05-05,14000000,16298046,30443277,16298046.0,14145231.0,30443277.0,5783508.0,2.82,26823346.0,PG-13,83.0,Based on Fiction Book/Short Story,Horror,Live Action,Historical Fiction,53.5,2006.0,5.0,2.0,1680.0,1703.0,3.8,0,16443277.0,2298046.0,2.1745197857142857,1.164146142857143,16.606555842647566,17.231375772413518,16.454567959008102,15.570521149867504,7.427144133408616,7.440733707389261,,,
My Boss's Daughter,2003-08-22,14000000,15549702,15565357,15549702.0,15655.0,15565357.0,4855798.0,3.2,27798634.0,PG-13,86.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,99.9,2003.0,8.0,3.0,2201.0,2206.0,3.7,0,1565357.0,1549702.0,1.1118112142857144,1.110693,16.55955209672866,16.560558361914577,16.454567959008102,15.395684218772535,7.697121317282625,7.699389406256737,tt0270980,4.7,"31,161"
A Perfect Getaway,2009-08-07,14000000,15515460,22815460,15515460.0,7300000.0,22815460.0,5948555.0,2.61,22300888.0,R,97.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,68.0,2009.0,8.0,3.0,2159.0,2159.0,3.0,0,8815460.0,1515460.0,1.6296757142857143,1.1082471428571428,16.557347568603983,16.942948978144322,16.454567959008102,15.598659058992425,7.67786350067821,7.67786350067821,tt0971209,6.5,"78,772"
Jason X,2002-04-26,14000000,13121555,16951798,13121555.0,3830243.0,16951798.0,6649006.0,1.97,24346016.0,R,107.0,Unknown,Horror,Live Action,Contemporary Fiction,77.4,2002.0,4.0,2.0,1878.0,1879.0,3.2,1,2951798.0,-878445.0,1.2108427142857143,0.9372539285714284,16.389766932009056,16.645884521851954,16.454567959008102,15.70997807817393,7.538494999413465,7.539027055823995,tt0325136,5.3,106
I Think I Love My Wife,2007-03-16,14000000,12559771,13205411,12559771.0,645640.0,13205411.0,5674802.0,2.21,19679407.0,R,94.0,Remake,Romantic Comedy,Live Action,Contemporary Fiction,95.1,2007.0,3.0,1.0,1776.0,1794.0,2.5,0,-794589.0,-1440229.0,0.9432436428571428,0.8971265,16.34600956597332,16.396137303529567,16.454567959008102,15.55154640707282,7.482681828154651,7.492760300922379,tt0770772,5.5,"17,849"
Hot Tub Time Machine 2,2015-02-20,14000000,12314651,12826644,12314651.0,511993.0,12826644.0,5963324.0,2.07,15747553.0,R,93.0,Original Screenplay,Comedy,Live Action,Science Fiction,96.0,2015.0,2.0,1.0,2880.0,2901.0,2.4,1,-1173356.0,-1685349.0,0.9161888571428572,0.8796179285714286,16.326300330915824,16.367035205903054,16.454567959008102,15.601138769387084,7.965892735084528,7.973155433444133,tt2637294,5.0,"43,814"
After,2019-04-12,14000000,12138565,57926850,12138565.0,45788285.0,57926850.0,6002349.0,2.02,14285333.0,PG-13,120.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,21.0,2019.0,4.0,2.0,2138.0,2138.0,2.5,1,43926850.0,-1861435.0,4.137632142857143,0.8670403571428571,16.311898214707647,17.87469158288653,16.454567959008102,15.607661617177628,7.668093709082406,7.668093709082406,tt4126476,5.3,"75,034"
Bobby,2006-11-17,14000000,11242801,20597806,11242801.0,9355005.0,20597806.0,69039.0,2.31,18489921.0,R,116.0,Based on Real Life Events,Drama,Live Action,Dramatization,54.6,2006.0,11.0,4.0,2.0,1670.0,2.8,0,6597806.0,-2757199.0,1.4712718571428571,0.8030572142857143,16.235238659618894,16.840695171782254,16.454567959008102,11.142441325757307,1.0986122886681098,7.421177528595393,tt0308055,7.0,"43,129"
Fun Size,2012-10-26,14000000,9409538,11166615,9409538.0,1757077.0,11166615.0,4101017.0,2.29,12743060.0,PG-13,86.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,84.3,2012.0,10.0,4.0,3014.0,3016.0,2.7,0,-2833385.0,-4590462.0,0.7976153571428571,0.6721098571428571,16.057234519925785,16.22843917080346,16.454567959008102,15.226745793537935,8.011355109161286,8.012018239159062,tt1663143,5.4,"15,611"
Le Scaphandre et le Papillon,2007-11-30,14000000,5990075,22754472,5990075.0,16764397.0,22754472.0,75721.0,13.57,9088963.0,PG-13,112.0,Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,26.3,2007.0,11.0,4.0,3.0,213.0,7.6,0,8754472.0,-8009925.0,1.6253194285714283,0.4278625,15.605614657824164,16.94027229941958,16.454567959008102,11.234824018075338,1.3862943611198906,5.365976015021851,,,
Little Children,2006-10-06,14000000,5463019,14121177,5463019.0,8658158.0,14121177.0,97953.0,14.18,8755160.0,R,107.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,38.7,2006.0,10.0,4.0,5.0,115.0,11.7,0,121177.0,-8536981.0,1.0086555,0.3902156428571428,15.513512308363282,16.46318621431151,16.454567959008102,11.49225325970069,1.791759469228055,4.7535901911063645,tt0404203,7.5,"121,139"
Gossip,2000-04-21,14000000,5108820,12591270,5108820.0,7482450.0,12591270.0,2321729.0,2.2,10217640.0,R,90.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,40.6,2000.0,4.0,2.0,1525.0,1525.0,2.5,0,-1408730.0,-8891180.0,0.8993764285714285,0.3649157142857143,15.446479211488544,16.348514354062516,16.454567959008102,14.657823155409272,7.330405211844402,7.330405211844402,tt0176783,5.9,"17,834"
Suffragette,2014-12-26,14000000,4702420,37888043,4702420.0,33185623.0,37888043.0,76224.0,4.59,6012189.0,PG-13,106.0,Original Screenplay,Drama,Live Action,Historical Fiction,12.4,2014.0,12.0,4.0,4.0,517.0,3.8,0,23888043.0,-9297580.0,2.706288785714286,0.3358871428571429,15.363588040441511,17.450146158542708,16.454567959008102,11.241444771856456,1.6094379124341005,6.249975242259483,,,
Catch a Fire,2006-10-27,14000000,4299773,5782198,4299773.0,1482425.0,5782198.0,2026997.0,2.12,7076563.0,PG-13,101.0,Based on Real Life Events,Thriller/Suspense,Live Action,Dramatization,74.4,2006.0,10.0,4.0,1306.0,1306.0,2.2,0,-8217802.0,-9700227.0,0.4130141428571428,0.3071266428571428,15.274073021143028,15.570294618122864,16.454567959008102,14.522066438753829,7.175489713624222,7.175489713624222,tt0437232,6.7,"11,246"
Mr. Turner,2014-10-31,14000000,3958546,25187026,3958546.0,21228480.0,25187026.0,108638.0,15.71,5101225.0,R,149.0,Based on Real Life Events,Drama,Live Action,Dramatization,15.7,2014.0,10.0,4.0,5.0,217.0,5.0,0,11187026.0,-10041454.0,1.7990732857142857,0.2827532857142857,15.191387596707427,17.041839618338518,16.454567959008102,11.595785738037346,1.791759469228055,5.384495062789089,tt2473794,6.8,"28,294"
Soul Survivors,2001-09-07,14000000,3100650,4288246,3100650.0,1187596.0,4288246.0,1140698.0,2.72,5905478.0,PG-13,84.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,72.3,2001.0,9.0,3.0,601.0,604.0,3.8,0,-9711754.0,-10899350.0,0.3063032857142857,0.221475,14.94712264740846,15.271388582685749,16.454567959008102,13.94715179036092,6.400257445308821,6.405228458030842,tt0218619,3.9,"9,801"
Easy Virtue,2009-05-22,14000000,2656784,20537741,2656784.0,17880957.0,20537741.0,110443.0,6.19,3818675.0,PG-13,96.0,Based on Play,Romantic Comedy,Live Action,Historical Fiction,12.9,2009.0,5.0,2.0,10.0,255.0,3.8,0,6537741.0,-11343216.0,1.4669815,0.1897702857142857,14.792627303138945,16.837774824581427,16.454567959008102,11.612263884149526,2.3978952727983707,5.545177444479562,,,
Flipped,2010-08-06,14000000,1755212,4294635,1755212.0,2539423.0,4294635.0,224233.0,3.65,2398119.0,PG,90.0,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Historical Fiction,40.9,2010.0,8.0,3.0,45.0,442.0,2.6,0,-9705365.0,-12244788.0,0.3067596428571428,0.1253722857142857,14.378100775039028,15.27287736010007,16.454567959008102,12.320445428434672,3.828641396489095,6.093569770045136,tt0817177,7.7,"106,584"
Les herbes folles,2010-06-25,14000000,403952,1903952,403952.0,1500000.0,1903952.0,39162.0,9.93,551904.0,PG,107.0,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,21.2,2010.0,6.0,2.0,5.0,23.0,9.3,0,-12096048.0,-13596048.0,0.1359965714285714,0.0288537142857142,12.909053813541991,14.459442809154822,16.454567959008102,10.575487702494618,1.791759469228055,3.1780538303479458,,,
Margaret,2011-09-30,14000000,47185,610152,47185.0,562967.0,610152.0,7525.0,3.59,64141.0,R,149.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,7.7,2011.0,9.0,3.0,2.0,14.0,1.9,0,-13389848.0,-13952815.0,0.0435822857142857,0.0033703571428571,10.76185251740666,13.32146502437163,16.454567959008102,8.926118971153382,1.0986122886681098,2.70805020110221,tt0466893,6.5,"18,791"
The Salvation,2014-07-25,14000000,43318,2947737,43318.0,2904419.0,2947737.0,4651.0,9.31,55388.0,R,100.0,Original Screenplay,Western,Live Action,Historical Fiction,1.5,2014.0,7.0,3.0,2.0,13.0,0.6,0,-11052263.0,-13956682.0,0.2105526428571428,0.0030941428571428,10.676346616822633,14.8965486545291,16.454567959008102,8.445052513638554,1.0986122886681098,2.6390573296152584,tt2720680,6.7,"45,109"
Brokeback Mountain,2005-12-09,13900000,83043761,176980863,83043761.0,93937102.0,176980863.0,547425.0,11.18,137172277.0,R,134.0,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,46.9,2005.0,12.0,4.0,5.0,2089.0,7.1,0,163080863.0,69143761.0,12.73243618705036,5.974371294964029,18.23487827982389,18.991552171699123,16.447399470043365,13.21298257172053,1.791759469228055,7.644919344958857,tt0388795,7.7,"414,080"
Teenage Mutant Ninja Turtles,1990-03-30,13500000,135265915,202000000,135265915.0,66734085.0,202000000.0,25398367.0,5.33,345537097.0,PG,93.0,Based on Comic/Graphic Novel,Adventure,Live Action,Fantasy,67.0,1990.0,3.0,1.0,2006.0,2377.0,10.3,1,188500000.0,121765915.0,14.962962962962964,10.019697407407408,18.72275314714069,19.123778260315973,16.41820031748273,17.050195477956017,7.604396348796338,7.774015077250727,tt0100758,6.8,"111,830"
Super Troopers 2,2018-04-20,13500000,30617396,31966740,30617396.0,1349344.0,31966740.0,15181624.0,2.02,36230028.0,R,99.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,95.8,2018.0,4.0,2.0,2038.0,2125.0,4.1,1,18466740.0,17117396.0,2.367906666666667,2.267955259259259,17.237078934782755,17.28020657652175,16.41820031748273,16.535596372950803,7.620214770574455,7.661997558901893,tt0859635,6.0,"29,798"
Far From Heaven,2002-11-08,13500000,15901849,29027914,15901849.0,13126065.0,29027914.0,211279.0,9.7,29188370.0,PG-13,107.0,Original Screenplay,Drama,Live Action,Historical Fiction,54.8,2002.0,11.0,4.0,6.0,291.0,13.0,0,15527914.0,2401849.0,2.150215851851852,1.1779147407407409,16.581946012623327,17.18376851116863,16.41820031748273,12.260939546971011,1.9459101490553132,5.676753802268282,tt0297884,7.3,"50,758"
Seven Psychopaths,2012-10-12,13500000,15024049,33035736,15024049.0,18011687.0,33035736.0,4174915.0,3.6,20346636.0,R,109.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,45.5,2012.0,10.0,4.0,1480.0,1480.0,3.6,0,19535736.0,1524049.0,2.4470915555555557,1.1128925185185186,16.525162808433162,17.313100472868825,16.41820031748273,15.244604796304207,7.300472814267799,7.300472814267799,tt1931533,7.1,"286,448"
Quills,2000-11-22,13500000,7060876,11732088,7060876.0,4671212.0,11732088.0,249383.0,11.47,13767785.0,R,107.0,Based on Play,Drama,Live Action,Historical Fiction,60.2,2000.0,11.0,4.0,9.0,223.0,8.9,0,-1767912.0,-6439124.0,0.8690435555555556,0.5230278518518519,15.770079822717811,16.277838295140032,16.41820031748273,12.426749156200591,2.302585092994046,5.41164605185504,tt0180073,7.2,"58,913"
Der Untergang,2005-02-18,13500000,5501940,93631744,5501940.0,88129804.0,93631744.0,18195.0,9.32,9252862.0,R,155.0,Based on Factual Book/Article,Drama,Live Action,Dramatization,5.9,2005.0,2.0,1.0,1.0,174.0,8.8,0,80131744.0,-7998060.0,6.935684740740741,0.4075511111111111,15.520611497035842,18.354880039930336,16.41820031748273,9.808957068689894,0.6931471805599453,5.1647859739235145,tt1096959,N/A,N/A
The Caveman's Valentine,2001-03-02,13500000,687081,892506,687081.0,205425.0,892506.0,112041.0,3.62,1308606.0,R,105.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,77.0,2001.0,3.0,1.0,16.0,59.0,5.6,0,-12607494.0,-12812919.0,0.0661115555555555,0.0508948888888888,13.440208923615913,13.70178963574243,16.41820031748273,11.626629079982305,2.833213344056216,4.0943445622221,tt0182000,5.8,"8,203"
Under the Skin,2014-03-14,13300000,2614251,7229933,2614251.0,4615682.0,7229933.0,133154.0,6.19,3449395.0,R,108.0,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction,36.2,2014.0,3.0,1.0,4.0,176.0,4.9,0,-6070067.0,-10685749.0,0.543603984962406,0.1965602255639097,14.776488572498316,15.793740465462577,16.40327466837995,11.79926914217053,1.6094379124341005,5.176149732573829,tt12736824,N/A,N/A
Mar adentro,2004-12-17,13300000,2086345,39686345,2086345.0,37600000.0,39686345.0,55681.0,9.74,3516414.0,PG-13,107.0,Based on Real Life Events,Drama,Live Action,Dramatization,5.3,2004.0,12.0,4.0,23.0,99.0,10.0,0,26386345.0,-11213655.0,2.9839357142857144,0.1568680451127819,14.550924768477689,17.496517757029082,16.40327466837995,10.92741221390344,3.1780538303479458,4.605170185988092,tt0427498,7.5,46
No Good Deed,2014-09-12,13200000,52543632,54323210,52543632.0,1779578.0,54323210.0,24250283.0,2.17,69329295.0,PG-13,84.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,96.7,2014.0,9.0,3.0,2175.0,2175.0,4.4,0,41123210.0,39343632.0,4.115394696969697,3.980578181818182,17.77715448714743,17.810462152133315,16.395727463314174,17.003938886619395,7.685243607975833,7.685243607975833,tt2011159,5.6,"22,375"
Pinocchio,2019-12-19,13200000,1831718,30360375,1831718.0,28528657.0,30360375.0,272109.0,6.24,2031027.0,PG-13,125.0,Based on Fiction Book/Short Story,Adventure,"Animation,Live Action",Kids Fiction,6.0,2019.0,12.0,4.0,786.0,824.0,5.9,0,17160375.0,-11368282.0,2.300028409090909,0.1387665151515151,14.420765428172166,17.228648895131744,16.395727463314174,12.513961675290442,6.668228248417403,6.715383386334681,tt8333746,6.3,"15,171"
Black Swan,2010-12-03,13000000,106954678,331266710,106954678.0,224312032.0,331266710.0,1443809.0,12.04,145723102.0,R,108.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,32.3,2010.0,12.0,4.0,18.0,2407.0,7.8,0,318266710.0,93954678.0,25.482054615384616,8.227282923076922,18.487915741951326,19.61843438229412,16.380459992348886,14.182796010830272,2.9444389791664403,7.786551806428712,tt0947798,8.0,"882,921"
Save the Last Dance,2001-01-12,13000000,91038276,122244329,91038276.0,31206053.0,122244329.0,27526443.0,3.31,173390921.0,PG-13,112.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,74.5,2001.0,1.0,1.0,2230.0,2570.0,8.7,1,109244329.0,78038276.0,9.403409923076923,7.0029443076923075,18.32679060241628,18.62153230487555,16.380459992348886,17.130657700595695,7.7102051944325325,7.852050207265889,tt0206275,6.2,"68,792"
Justin Bieber: Never Say Never,2011-02-11,13000000,73013910,99034125,73013910.0,26020215.0,99034125.0,29514054.0,2.47,99254726.0,G,105.0,Based on Real Life Events,Concert/Performance,Live Action,Factual,73.7,2011.0,2.0,1.0,3105.0,3118.0,4.4,0,86034125.0,60013910.0,7.618009615384615,5.616454615384615,18.106160542601938,18.41097505577174,16.380459992348886,17.20037714852619,8.041091003708633,8.045267716607803,tt1702443,1.7,"76,489"
The First Purge,2018-07-04,13000000,69488745,137054597,69488745.0,67565852.0,137054597.0,17374280.0,4.0,82227080.0,R,97.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,50.7,2018.0,7.0,3.0,3031.0,3038.0,3.7,1,124054597.0,56488745.0,10.542661307692308,5.345288076923077,18.056675369365703,18.73588992994963,16.380459992348886,16.670501567263937,8.016977746762262,8.019283792916793,tt6133466,5.2,"77,826"
Miracles from Heaven,2016-03-16,13000000,61705123,73773317,61705123.0,12068194.0,73773317.0,14812393.0,4.17,76899561.0,PG,109.0,Based on Factual Book/Article,Drama,Live Action,Dramatization,83.6,2016.0,3.0,1.0,3047.0,3155.0,5.6,0,60773317.0,48705123.0,5.674870538461539,4.746547923076923,17.937877532429027,18.116507679482204,16.380459992348886,16.510974820715877,8.022240916806537,8.057060681965766,tt4257926,7.1,"30,792"
Snow Day,2000-02-11,13000000,60008303,62452927,60008303.0,2444624.0,62452927.0,14331819.0,3.93,120016597.0,PG,89.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,96.1,2000.0,2.0,1.0,2664.0,2717.0,7.8,0,49452927.0,47008303.0,4.804071307692308,4.616023307692307,17.90999351060998,17.949923678945176,16.380459992348886,16.47799279802027,7.887959336599945,7.907651594711089,tt0184907,5.2,"14,423"
The Butterfly Effect,2004-01-23,13000000,57924679,95638592,57924679.0,37713913.0,95638592.0,17065227.0,3.39,100552013.0,R,114.0,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,60.6,2004.0,1.0,1.0,2605.0,2605.0,5.6,1,82638592.0,44924679.0,7.356814769230769,4.455744538461539,17.874654103882474,18.37608698902837,16.380459992348886,16.652553500913445,7.8655717576847906,7.8655717576847906,tt0289879,7.6,"553,359"
The Shallows,2016-06-23,13000000,55121623,118763442,55121623.0,63641819.0,118763442.0,16800868.0,3.28,68694914.0,PG-13,87.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,46.4,2016.0,6.0,2.0,2962.0,2962.0,3.8,0,105763442.0,42121623.0,9.135649384615384,4.240124846153846,17.825052647225494,18.59264419868244,16.380459992348886,16.636941169226212,7.993957547573565,7.993957547573565,tt4052882,6.3,"150,701"
Saw X,2023-09-27,13000000,53607898,125319714,53607898.0,71711816.0,125319714.0,18309301.0,2.93,53607898.0,R,118.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,42.8,2023.0,9.0,3.0,3262.0,3262.0,5.1,1,112319714.0,40607898.0,9.639978,4.123684461538462,17.79720698458621,18.646378749867576,16.380459992348886,16.722919794678837,8.09040229659332,8.09040229659332,tt21807222,6.6,"95,164"
RoboCop,1987-07-17,13000000,53424681,54125172,53424681.0,700491.0,54125172.0,8008721.0,6.67,147293619.0,R,102.0,Original Screenplay,Action,Live Action,Science Fiction,98.7,1987.0,7.0,3.0,1580.0,1601.0,9.1,1,41125172.0,40424681.0,4.16347476923077,4.109590846153846,17.793783406882234,17.80680994058667,16.380459992348886,15.8960417557532,7.365812837209472,7.379008127628304,tt0093870,7.6,"306,168"
