movie_name,release_date,production_budget_usd,domestic_gross_usd,worldwide_gross_usd,domestic_box_office_usd,international_box_office_usd,worldwide_box_office_usd,opening_weekend_usd,legs,infl_adj_dom_bo_usd,mpaa_rating,running_time_minutes,source,genre,production_method,creative_type,domestic_share_percentage,release_year,release_month,release_quarter,opening_theaters,max_theaters,avg_weeks_per_theater,is_franchise,profit_worldwide,profit_domestic,roi_worldwide,roi_domestic,log_domestic_box_office,log_worldwide_box_office,log_budget,log_opening_weekend,log_opening_theaters,log_max_theaters,imdb_id,imdb_rating,imdb_votes
Woman in Gold,2015-04-01,11000000,33307793,58586407,33307793.0,25278614.0,58586407.0,2091551.0,6.07,42592880.0,PG-13,107.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,56.9,2015.0,4.0,2.0,258.0,2011.0,5.6,0,47586407.0,22307793.0,5.326037,3.027981181818182,17.32130198161835,17.886013282251255,16.213405921671733,14.55341693209417,5.556828061699537,7.60688453121963,tt2404425,7.3,"64,276"
"I, Tonya",2017-12-08,11000000,30014534,53797409,30014534.0,23782875.0,53797409.0,264155.0,8.93,35560061.0,R,120.0,Based on Real Life Events,Black Comedy,Live Action,Dramatization,55.8,2017.0,12.0,4.0,4.0,1450.0,5.0,0,42797409.0,19014534.0,4.890673545454545,2.728594,17.217192322294203,17.800735882709244,16.213405921671733,12.48429511670133,1.6094379124341005,7.280008252884188,tt5580036,7.5,"260,119"
Saw VI,2009-10-23,11000000,27693292,69752402,27693292.0,42059110.0,69752402.0,14118444.0,1.96,39804492.0,R,92.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,39.7,2009.0,10.0,4.0,3036.0,3036.0,3.0,1,58752402.0,16693292.0,6.341127454545455,2.517572,17.136700811875475,18.06046242968521,16.213405921671733,16.46299265648614,8.01862546504575,8.01862546504575,tt1233227,6.1,"134,052"
Corky Romano,2001-10-12,11000000,23978402,25116103,23978402.0,1137701.0,25116103.0,9023173.0,2.66,45659380.0,PG-13,86.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,95.5,2001.0,10.0,4.0,2062.0,2094.0,4.5,0,14116103.0,12978402.0,2.2832820909090907,2.179854727272727,16.99266410818165,17.039019791994313,16.213405921671733,16.01530671484257,7.631916513071252,7.647308832356238,tt0250310,4.7,"13,928"
Fighting With My Family,2019-02-14,11000000,22958583,41503088,22958583.0,18544505.0,41503088.0,138780.0,2.94,27018938.0,PG-13,107.0,Based on Real Life Events,Comedy,Live Action,Dramatization,55.3,2019.0,2.0,1.0,4.0,2855.0,4.0,0,30503088.0,11958583.0,3.773008,2.087143909090909,16.94920245503995,17.541278416165813,16.213405921671733,11.840652430076808,1.6094379124341005,7.957177323459475,tt6513120,7.0,"91,997"
Quartet,2012-12-26,11000000,18388357,56178935,18388357.0,37790578.0,56178935.0,47122.0,10.32,24382096.0,PG-13,99.0,Based on Play,Comedy,Live Action,Contemporary Fiction,32.7,2012.0,12.0,4.0,2.0,725.0,7.4,0,45178935.0,7388357.0,5.107175909090909,1.6716688181818182,16.72722830493779,17.84405244033678,16.213405921671733,10.760516483531394,1.0986122886681098,6.587550014824796,tt1441951,6.8,"22,111"
Out Cold,2001-11-21,11000000,13906394,14786394,13906394.0,880000.0,14786394.0,4531665.0,3.07,26471346.0,PG-13,89.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,94.0,2001.0,11.0,4.0,2011.0,2011.0,3.8,0,3786394.0,2906394.0,1.3442176363636364,1.2642176363636364,16.44785936424272,16.50921805920198,16.213405921671733,15.32660020026768,7.60688453121963,7.60688453121963,tt0253798,6.2,"18,718"
The Ladies Man,2000-10-13,11000000,13592872,13719474,13592872.0,126602.0,13719474.0,5426390.0,2.5,27185737.0,R,87.0,Based on TV,Comedy,Live Action,Contemporary Fiction,99.1,2000.0,10.0,4.0,2022.0,2043.0,4.3,0,2719474.0,2592872.0,1.247224909090909,1.2357156363636363,16.425056169229524,16.434326914223757,16.213405921671733,15.506784830054473,7.612336837167746,7.622663951323595,tt0213790,5.2,"13,973"
Inside Llewyn Davis,2013-11-06,11000000,13248209,32943247,13248209.0,19695038.0,32943247.0,405411.0,7.04,17530846.0,R,104.0,Based on Factual Book/Article,Drama,Live Action,Historical Fiction,40.2,2013.0,11.0,4.0,4.0,729.0,3.8,0,21943247.0,2248209.0,2.9948406363636364,1.2043826363636363,16.39937300693082,17.310296881374317,16.213405921671733,12.912659112956623,1.6094379124341005,6.593044534142437,tt2042568,7.4,"170,704"
Frailty,2002-04-12,11000000,13110448,19947280,13110448.0,6836832.0,19947280.0,4208655.0,3.12,24325404.0,R,99.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,65.7,2002.0,4.0,2.0,1497.0,1497.0,3.6,0,8947280.0,2110448.0,1.8133890909090908,1.191858909090909,16.388920103818553,16.808603401284905,16.213405921671733,15.25265391478567,7.311886164077165,7.311886164077165,tt0360772,6.9,48
Army of Darkness,1993-02-19,11000000,11502976,21502976,11502976.0,10000000.0,21502976.0,4424535.0,2.6,29952187.0,R,89.0,Original Screenplay,Horror,Live Action,Fantasy,53.5,1993.0,2.0,1.0,1387.0,1391.0,3.1,1,10502976.0,502976.0,1.954816,1.045725090909091,16.258116429397752,16.88370194862876,16.213405921671733,15.30267597216904,7.23561914106675,7.238496840894365,tt2651324,7.5,14
Kinsey,2004-11-12,11000000,10214647,17443529,10214647.0,7228882.0,17443529.0,169038.0,7.9,17543189.0,R,118.0,Based on Real Life Events,Drama,Live Action,Dramatization,58.6,2004.0,11.0,4.0,5.0,588.0,5.0,0,6443529.0,-785353.0,1.5857753636363636,0.9286042727272728,16.139333326511398,16.6744793642202,16.213405921671733,12.037884736512856,1.791759469228055,6.3784261836515865,tt0362269,7.1,"51,564"
Peeples,2013-05-10,11000000,9177065,9307166,9177065.0,130101.0,9307166.0,4611534.0,1.99,12168356.0,PG-13,95.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,98.6,2013.0,5.0,2.0,2041.0,2041.0,2.4,0,-1692834.0,-1822935.0,0.846106,0.8342786363636364,16.032218103668065,16.046295306490265,16.213405921671733,15.344071331350458,7.621684998724611,7.621684998724611,tt1699755,5.4,"5,161"
Boy Erased,2018-11-02,11000000,6788692,11862650,6788692.0,5073958.0,11862650.0,207057.0,5.13,8033062.0,R,114.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,57.2,2018.0,11.0,4.0,5.0,672.0,4.0,0,862650.0,-4211308.0,1.0784227272727274,0.6171538181818181,15.730768992052155,16.288905451007924,16.213405921671733,12.240754226237428,1.791759469228055,6.511745329644728,tt7008872,6.9,"45,427"
Sultan,2016-07-01,11000000,5599781,75379113,5599781.0,69779332.0,75379113.0,2371100.0,2.36,6978681.0,Not Rated,170.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,7.4,2016.0,7.0,3.0,283.0,283.0,2.0,0,64379113.0,-5400219.0,6.8526466363636365,0.509071,15.538238226376212,18.138040791953344,16.213405921671733,14.678864962200162,5.648974238161206,5.648974238161206,tt4832640,7.1,"53,442"
Slackers,2002-02-01,11000000,4814244,5942218,4814244.0,1127974.0,5942218.0,2785283.0,1.73,8932448.0,R,87.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,81.0,2002.0,2.0,1.0,1893.0,1893.0,2.0,0,-5057782.0,-6185756.0,0.5402016363636364,0.4376585454545454,15.387089789258225,15.59759319060286,16.213405921671733,14.839860401009789,7.546446273746024,7.546446273746024,tt0240900,5.3,"15,379"
The Gospel of John,2003-09-26,11000000,4068087,4234355,4068087.0,166268.0,4234355.0,98363.0,11.06,7222255.0,PG-13,180.0,Based on Religious Text,Drama,Live Action,Dramatization,96.1,2003.0,9.0,3.0,14.0,113.0,12.2,0,-6765645.0,-6931913.0,0.3849413636363636,0.3698260909090909,15.218683668168335,15.258741808389363,16.213405921671733,11.496430162441031,2.70805020110221,4.736198448394496,tt0377992,7.8,"4,459"
Vera Drake,2004-10-10,11000000,3753806,13353855,3753806.0,9600049.0,13353855.0,13207.0,12.62,6427909.0,R,125.0,Original Screenplay,Drama,Live Action,Historical Fiction,28.1,2004.0,10.0,4.0,2.0,97.0,14.7,0,2353855.0,-7246194.0,1.213986818181818,0.3412550909090909,15.138281082979574,16.407315740055903,16.213405921671733,9.488577985599964,1.0986122886681098,4.584967478670572,tt0383694,7.6,"28,041"
What If,2014-08-08,11000000,3493000,9814566,3493000.0,6321566.0,9814566.0,133898.0,4.09,4608870.0,PG-13,97.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,35.6,2014.0,8.0,3.0,20.0,787.0,2.5,0,-1185434.0,-7507000.0,0.8922332727272727,0.3175454545454545,15.066271810075788,16.0993782685708,16.213405921671733,11.80484106339148,3.044522437723423,6.669498089857879,tt6529868,N/A,N/A
La piel que habito,2011-10-14,11000000,3185193,38156027,3185193.0,34970834.0,38156027.0,223119.0,9.7,4329194.0,R,117.0,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,8.3,2011.0,10.0,4.0,6.0,116.0,8.0,0,27156027.0,-7814807.0,3.468729727272727,0.289563,14.974023755651483,17.45719431107651,16.213405921671733,12.315465022301373,1.9459101490553132,4.762173934797756,,,
The Guru,2003-01-31,11000000,3051221,24150550,3051221.0,21099329.0,24150550.0,613485.0,4.97,5454745.0,R,94.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,12.6,2003.0,1.0,1.0,62.0,98.0,7.4,0,13150550.0,-7948779.0,2.1955045454545457,0.2773837272727272,14.93105272408022,16.99981775353757,16.213405921671733,13.326912722986824,4.143134726391533,4.59511985013459,,,
La Tortue Rouge,2016-07-01,11000000,920057,6712903,920057.0,5792846.0,6712903.0,21010.0,7.88,1105705.0,PG,80.0,Original Screenplay,Adventure,Digital Animation,Fantasy,13.7,2016.0,7.0,3.0,3.0,127.0,4.3,0,-4287097.0,-10079943.0,0.6102639090909091,0.0836415454545454,13.732191990516329,15.71954220220788,16.213405921671733,9.95280138908905,1.3862943611198906,4.852030263919617,tt6986684,N/A,N/A
Vox Lux,2018-12-07,11000000,727119,1444119,727119.0,717000.0,1444119.0,155714.0,2.98,860406.0,R,112.0,Original Screenplay,Musical,Live Action,Historical Fiction,50.4,2018.0,12.0,4.0,6.0,325.0,1.4,0,-9555881.0,-10272881.0,0.1312835454545454,0.0661017272727272,13.496846804792652,14.183010697475163,16.213405921671733,11.955782692295456,1.9459101490553132,5.786897381366708,tt5960374,5.9,"21,034"
Romance and Cigarettes,2007-09-07,11000000,551002,3231251,551002.0,2680249.0,3231251.0,18445.0,9.15,860891.0,R,107.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,17.1,2007.0,9.0,3.0,1.0,19.0,5.6,0,-7768749.0,-10448998.0,0.2937500909090909,0.0500910909090909,13.219495532766327,14.988380236194198,16.213405921671733,9.822602823795664,0.6931471805599453,2.995732273553991,,,
Copying Beethoven,2006-11-10,11000000,355968,6586324,355968.0,6230356.0,6586324.0,70460.0,5.05,585850.0,PG-13,107.0,Based on Real Life Events,Drama,Live Action,Dramatization,5.4,2006.0,11.0,4.0,26.0,29.0,5.3,0,-4413676.0,-10644032.0,0.5987567272727272,0.0323607272727272,12.782598927390916,15.700506087800829,16.213405921671733,11.162814644244133,3.295836866004329,3.4011973816621555,tt0424908,6.7,"14,334"
Le prénom,2012-11-16,11000000,61611,25307405,61611.0,25245794.0,25307405.0,61611.0,1.0,83437.0,Not Rated,109.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,0.2,2012.0,11.0,4.0,25.0,25.0,1.0,0,14307405.0,-10938389.0,2.300673181818182,0.005601,11.028611935744348,17.04660763813421,16.213405921671733,11.028611935744348,3.258096538021482,3.258096538021482,,,
LOL,2012-05-04,11000000,46000,10477506,46000.0,10431506.0,10477506.0,46000.0,1.0,62287.0,PG-13,97.0,Remake,Comedy,Live Action,Contemporary Fiction,0.4,2012.0,5.0,2.0,105.0,105.0,1.0,0,-522494.0,-10954000.0,0.9525005454545454,0.0041818181818181,10.736418414365376,16.164741326879447,16.213405921671733,10.736418414365376,4.663439094112067,4.663439094112067,tt1592873,4.4,"59,787"
Saw V,2008-10-24,10800000,56746769,118209778,56746769.0,61463009.0,118209778.0,30053954.0,1.89,85199191.0,R,92.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,48.0,2008.0,10.0,4.0,3060.0,3084.0,3.9,1,107409778.0,45946769.0,10.945349814814817,5.254330462962963,17.85410929640643,18.58797139217063,16.195056784687036,17.218504824261835,8.026496938945412,8.034306936339489,tt1132626,5.8,"147,071"
Les Intouchables,2012-03-30,10800000,13182281,484630908,13182281.0,471448627.0,484630908.0,101053.0,23.28,17851777.0,R,110.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,2.7,2012.0,3.0,1.0,4.0,194.0,14.7,0,473830908.0,2382281.0,44.87323222222222,1.220581574074074,16.394384213174355,19.998898146813715,16.195056784687036,11.523410306412504,1.6094379124341005,5.272999558563747,,,
Dolor y gloria,2019-03-22,10800000,4567338,39837366,4567338.0,35270028.0,39837366.0,152636.0,10.75,5373550.0,R,113.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,11.5,2019.0,3.0,1.0,4.0,266.0,7.0,0,29037366.0,-6232662.0,3.688645,0.4229016666666667,15.33444131757089,17.500315899139245,16.195056784687036,11.93581783240092,1.6094379124341005,5.58724865840025,,,
Jindabyne,2007-04-27,10800000,399879,2862544,399879.0,2462665.0,2862544.0,28298.0,9.63,626544.0,R,107.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,14.0,2007.0,4.0,2.0,6.0,25.0,9.2,0,-7937456.0,-10400121.0,0.2650503703703704,0.0370258333333333,12.898919781081116,14.867221647245085,16.195056784687036,10.250581747317964,1.9459101490553132,3.258096538021482,,,
Kabhi Alvida Naa Kehna,2006-08-11,10750000,3275443,32575443,3275443.0,29300000.0,32575443.0,1351786.0,2.42,5390722.0,Not Rated,192.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,10.1,2006.0,8.0,3.0,64.0,64.0,4.2,0,21825443.0,-7474557.0,3.0302737674418605,0.3046923720930232,15.00196399038145,17.299069310966715,16.190416405561198,14.11693797879493,4.174387269895637,4.174387269895637,tt0449999,6.1,"24,570"
Poltergeist,1982-06-04,10700000,74788932,121788932,74788932.0,47000000.0,121788932.0,6896612.0,10.84,274004973.0,PG,114.0,Original Screenplay,Horror,Live Action,Fantasy,61.4,1982.0,6.0,2.0,890.0,1060.0,15.9,1,111088932.0,64088932.0,11.382143177570091,6.989619813084112,18.130180477452896,18.6178000470429,16.185754392890075,15.746540979486364,6.792344427470809,6.966967138613983,tt0084516,7.3,"193,703"
Alien,1979-05-25,10700000,65403354,188034787,65403354.0,122631433.0,188034787.0,3522581.0,12.31,265312886.0,R,117.0,Original Screenplay,Horror,Live Action,Science Fiction,34.8,1979.0,5.0,2.0,91.0,1750.0,6.9,1,177334787.0,54703354.0,17.57334457943925,6.112462990654206,17.996084114805832,19.05213754622915,16.185754392890075,15.074704801405243,4.5217885770490405,7.467942332285852,tt0078748,8.5,"1,061,640"
An Ideal Husband,1999-06-18,10700000,18542974,31341183,18542974.0,12798209.0,31341183.0,192802.0,5.1,39349059.0,PG-13,97.0,Based on Play,Romantic Comedy,Live Action,Historical Fiction,59.2,1999.0,6.0,2.0,10.0,772.0,7.4,0,20641183.0,7842974.0,2.929082523364486,1.7329882242990655,16.735601569090957,17.26044357337445,16.185754392890075,12.1694242212035,2.3978952727983707,6.650279048587422,tt0122541,6.8,"17,354"
Darkness,2004-12-25,10600000,22163442,34409206,22163442.0,12245764.0,34409206.0,6163306.0,3.6,38173845.0,PG-13,88.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,64.4,2004.0,12.0,4.0,1700.0,1720.0,4.1,0,23809206.0,11563442.0,3.2461515094339624,2.0908907547169813,16.913954777810783,17.353834731881836,16.176364653421913,15.634124042106295,7.438971592395862,7.450660796211539,tt0287733,4.9,"1,432"
The Last Days on Mars,2013-12-06,10600000,24084,261364,24084.0,237280.0,261364.0,4608.0,2.84,31920.0,R,98.0,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,9.2,2013.0,12.0,4.0,3.0,13.0,1.7,0,-10338636.0,-10575916.0,0.0246569811320754,0.0022720754716981,10.08934451906432,12.47367317679291,16.176364653421913,8.435766192720509,1.3862943611198906,2.6390573296152584,tt1709143,5.5,"39,464"
E.T. the Extra-Terrestrial,1982-06-11,10500000,439454989,797307407,439454989.0,357852418.0,797307407.0,11911430.0,25.47,1453084096.0,PG,114.0,Original Screenplay,Adventure,Live Action,Science Fiction,55.1,1982.0,6.0,2.0,1101.0,3010.0,21.0,0,786807407.0,428954989.0,75.93403876190476,41.852856095238096,19.90104585801343,20.496750868787895,16.166885910365842,16.293009085247416,7.004881989712859,8.010027528481734,tt0083866,7.9,"468,998"
In the Land of Women,2007-04-20,10500000,11052958,14140402,11052958.0,3087444.0,14140402.0,4712341.0,2.35,17318437.0,PG-13,97.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,78.2,2007.0,4.0,2.0,2155.0,2155.0,2.9,0,3640402.0,552958.0,1.3467049523809524,1.0526626666666667,16.21820873288605,16.46454671873378,16.166885910365842,15.365695582324872,7.676009932028888,7.676009932028888,tt0419843,6.4,"32,917"
Les gardiennes,2017-12-08,10500000,177331,4942337,177331.0,4765006.0,4942337.0,7479.0,12.71,209833.0,R,135.0,Original Screenplay,Drama,Live Action,Historical Fiction,3.6,2017.0,12.0,4.0,1.0,10.0,7.7,0,-5557663.0,-10322669.0,0.4706987619047619,0.0168886666666666,12.085778960830414,15.413349056554985,16.166885910365842,8.919988070968524,0.6931471805599453,2.3978952727983707,,,
Le Fabuleux destin d\'Amélie Poulain,2001-09-01,10350000,33381742,174375841,33381742.0,140994099.0,174375841.0,136470.0,18.43,62653285.0,R,123.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,19.1,2001.0,9.0,3.0,3.0,303.0,20.3,0,164025841.0,23031742.0,16.847907342995168,3.2252890821256037,17.323519691731054,18.97672353920208,16.152497174294005,11.823867416823104,1.3862943611198906,5.717027701406222,,,
Housefull,2010-04-30,10100000,1183658,18726300,1183658.0,17542642.0,18726300.0,642156.0,1.84,1617216.0,Not Rated,135.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,6.3,2010.0,4.0,2.0,82.0,82.0,3.0,0,8626300.0,-8916342.0,1.854089108910891,0.1171938613861386,13.98412104618742,16.745439564259723,16.128046080821385,13.372588101061645,4.418840607796598,4.418840607796598,tt1573072,5.6,"16,434"
Halloween,2018-10-17,10000000,159366015,255416089,159366015.0,96050074.0,255416089.0,76221545.0,2.09,188577817.0,R,105.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,62.4,2018.0,10.0,4.0,3928.0,3990.0,4.0,1,245416089.0,149366015.0,25.5416089,15.9366015,18.88671410209203,19.35840449879526,16.118095750958314,18.14915473659447,8.27614021955846,8.291797105048733,tt1502407,6.5,"185,764"
Good Will Hunting,1997-12-05,10000000,138433435,225925989,138433435.0,87492554.0,225925989.0,272912.0,11.77,318571088.0,R,126.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,61.3,1997.0,12.0,4.0,7.0,2203.0,15.5,0,215925989.0,128433435.0,22.5925989,13.8433435,18.745900161565153,19.235718025727863,16.118095750958314,12.516908342058732,2.0794415416798357,7.698029170272805,tt1013648,6.2,25
The Grudge,2004-10-22,10000000,110359362,187281115,110359362.0,76921753.0,187281115.0,39128715.0,2.82,191573892.0,PG-13,92.0,Remake,Horror,Live Action,Contemporary Fiction,58.9,2004.0,10.0,4.0,3245.0,3348.0,5.6,1,177281115.0,100359362.0,18.7281115,11.0359362,18.519252535277857,19.04812134012106,16.118095750958314,17.482367179950284,8.085178748074537,8.116417072794205,tt0391198,5.9,"155,981"
Don’t Breathe,2016-08-25,10000000,89217875,158906350,89217875.0,69688475.0,158906350.0,26411706.0,3.38,111187130.0,R,88.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,56.1,2016.0,8.0,3.0,3051.0,3384.0,5.8,1,148906350.0,79217875.0,15.890635,8.9217875,18.306591981059565,18.88382559924189,16.118095750958314,17.08931791679269,8.023552392404348,8.127109185346375,,,
Saw III,2006-10-27,10000000,80238724,163876815,80238724.0,83638091.0,163876815.0,33610391.0,2.39,132057005.0,R,107.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,49.0,2006.0,10.0,4.0,3167.0,3167.0,4.2,1,153876815.0,70238724.0,16.3876815,8.0238724,18.200516811661203,18.914625581603826,16.118095750958314,17.33034586282875,8.060855752934316,8.060855752934316,tt0489270,6.2,"226,704"
The Purge: Election Year,2016-07-01,10000000,79042440,118514727,79042440.0,39472287.0,118514727.0,31515110.0,2.51,98506066.0,R,105.0,Original Screenplay,Horror,Live Action,Science Fiction,66.7,2016.0,7.0,3.0,2796.0,2821.0,3.8,1,108514727.0,69042440.0,11.8514727,7.904244,18.18549549402418,18.590547797736313,16.118095750958314,17.265977703055462,7.936302693201959,7.945201132412759,tt4094724,6.0,"117,479"
Book Club,2018-05-18,10000000,68566296,105953632,68566296.0,37387336.0,105953632.0,13582231.0,5.05,81135530.0,PG-13,104.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,64.7,2018.0,5.0,2.0,2781.0,3169.0,5.0,1,95953632.0,58566296.0,10.5953632,6.8566296,18.04331167459392,18.47851213185002,16.118095750958314,16.424273025941293,7.930925372483388,8.061486866871327,tt6857166,6.1,"34,406"
Bring it On,2000-08-25,10000000,68353550,90453550,68353550.0,22100000.0,90453550.0,17362105.0,3.94,136707098.0,PG-13,99.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,75.6,2000.0,8.0,3.0,2380.0,2466.0,9.7,1,80453550.0,58353550.0,9.045355,6.835355,18.040204072966866,18.32034702829421,16.118095750958314,16.66980057320266,7.7752758464868625,7.810758116529357,tt0204946,6.2,"112,721"
Insidious: The Last Key,2018-01-03,10000000,67745330,172811971,67745330.0,105066641.0,172811971.0,29581355.0,2.29,80164069.0,PG-13,103.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,39.2,2018.0,1.0,1.0,3116.0,3150.0,4.1,1,162811971.0,57745330.0,17.2811971,6.774533,18.031266100220176,18.967714694341723,16.118095750958314,17.202654855981216,8.044626279767337,8.055475141757274,tt5726086,5.7,"79,892"
Saw IV,2007-10-26,10000000,63300095,135759694,63300095.0,72459599.0,135759694.0,31756764.0,1.99,99182414.0,R,95.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,46.6,2007.0,10.0,4.0,3183.0,3183.0,3.9,1,125759694.0,53300095.0,13.5759694,6.3300095,17.96339740370093,18.726396932276053,16.118095750958314,17.273616331472745,8.065893546964274,8.065893546964274,tt0890870,5.9,"175,707"
Madea's Family Reunion,2006-02-24,10000000,63257940,63320521,63257940.0,62581.0,63320521.0,30030661.0,2.11,104110006.0,PG-13,107.0,Based on Play,Comedy,Live Action,Contemporary Fiction,99.9,2006.0,2.0,1.0,2194.0,2194.0,4.3,1,53320521.0,53257940.0,6.3320521,6.325794,17.962731227098352,17.963720036783915,16.118095750958314,17.21772948433858,7.693937325509272,7.693937325509272,tt0455612,5.3,"12,569"
jackass forever,2022-02-03,10000000,57743451,74789292,57743451.0,17045841.0,74789292.0,23154388.0,2.49,59114383.0,R,96.0,Based on TV,Reality,Live Action,Factual,77.2,2022.0,2.0,1.0,3604.0,3653.0,5.0,1,64789292.0,47743451.0,7.4789292,5.7743451,17.871520515656194,18.13018529098772,16.118095750958314,16.957694910159503,8.190077049719049,8.203577736937952,tt11466222,6.8,"54,173"
White Noise,2005-01-07,10000000,56094360,92094360,56094360.0,36000000.0,92094360.0,24113565.0,2.33,94336535.0,PG-13,101.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,60.9,2005.0,1.0,1.0,2261.0,2279.0,4.8,1,82094360.0,46094360.0,9.209436,5.609436,17.842545848506713,18.338324272423836,16.118095750958314,16.998285144653853,7.724004656676065,7.731930721948486,tt0375210,5.5,"51,773"
Insidious Chapter 3,2015-06-04,10000000,52218558,120453155,52218558.0,68234597.0,120453155.0,22692741.0,2.3,66775330.0,PG-13,97.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,43.4,2015.0,6.0,2.0,3002.0,3014.0,3.8,1,110453155.0,42218558.0,12.0453155,5.2218558,17.770948526063247,18.606771488425355,16.118095750958314,16.93755569564246,8.00736706798333,8.011355109161286,tt3195644,6.1,"128,018"
Lady Bird,2017-11-03,10000000,48958273,80120944,48958273.0,31162671.0,80120944.0,364437.0,11.41,58513571.0,R,93.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,61.1,2017.0,11.0,4.0,4.0,1557.0,8.0,0,70120944.0,38958273.0,8.0120944,4.8958273,17.70647894227896,18.199047863500123,16.118095750958314,12.806111719940931,1.6094379124341005,7.351158226430694,tt4925292,7.4,"363,036"
Precious (Based on the Novel Push by Sapphire),2009-11-06,10000000,47566524,68722848,47566524.0,21156324.0,68722848.0,1872458.0,4.37,68098510.0,R,119.0,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,69.2,2009.0,11.0,4.0,18.0,1003.0,7.9,0,58722848.0,37566524.0,6.8722848,4.7566524,17.677639815498416,18.045592292871714,16.118095750958314,14.442763098272646,2.9444389791664403,6.911747300251674,,,
The Best Exotic Marigold Hotel,2012-02-24,10000000,46383639,134639780,46383639.0,88256141.0,134639780.0,737051.0,7.27,62816030.0,PG-13,122.0,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,34.5,2012.0,2.0,1.0,27.0,1298.0,7.1,1,124639780.0,36383639.0,13.463978,4.6383639,17.652457368816457,18.718113481285787,16.118095750958314,13.510413724991857,3.332204510175204,7.1693500166706,tt5173200,7.4,202
Hereditary,2018-06-01,10000000,44069456,80942650,44069456.0,36873194.0,80942650.0,13575173.0,3.25,52148045.0,R,126.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,54.4,2018.0,6.0,2.0,2964.0,2998.0,3.7,0,70942650.0,34069456.0,8.094265,4.4069456,17.60127751543525,18.209251449531926,16.118095750958314,16.423753241381686,7.994632311431825,8.00603417874901,tt7784604,7.3,"453,527"
"Love, Simon",2018-03-16,10000000,40826341,65520633,40826341.0,24694292.0,65520633.0,11756244.0,3.47,48310419.0,PG-13,107.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,62.3,2018.0,3.0,1.0,2402.0,2434.0,4.2,0,55520633.0,30826341.0,6.5520633,4.0826341,17.524838068295228,17.99787567389695,16.118095750958314,16.2798951467257,7.784473235736469,7.79770203551669,tt5164432,7.5,"131,747"
Bill & Ted’s Excellent Adventure,1989-02-17,10000000,40485039,40510111,40485039.0,25072.0,40510111.0,6167651.0,6.56,109380628.0,PG,90.0,Original Screenplay,Adventure,Live Action,Science Fiction,99.9,1989.0,2.0,1.0,1196.0,1321.0,8.6,1,30510111.0,30485039.0,4.0510111,4.0485039,17.51644308112212,17.517062179924498,16.118095750958314,15.63482877240016,7.087573705557973,7.186901020411631,tt0096928,6.9,"148,777"
Happy Gilmore,1996-02-16,10000000,38623460,41004412,38623460.0,2380952.0,41004412.0,10112005.0,3.82,94199294.0,PG-13,92.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,94.2,1996.0,2.0,1.0,2022.0,2069.0,7.3,1,31004412.0,28623460.0,4.1004412,3.862346,17.46937044772817,17.529190253022783,16.118095750958314,16.12923398872303,7.612336837167746,7.635303886259415,tt0116483,7.0,"306,390"
